bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-PC001_ses-01_run-1_T1w	0.3708870897601761	3.7194293086480616	0.4830212764907985	20855.421447753906	3.8406833333333332	3.79085	3.92871	3.80249	0.2085572575451243	0.4298504436845072	0.3615922987703685	0.45495080947875977	0.12126035094261167	0.0	0.01720631894986405	24.27717800184458	12.568856060344231	17.263212476449038	192	240	256	1.972208113448821	11.536248964987651	12.832244256193809	24.988275690144953	17.16564150451084	47.89463137274633	43.81631624065858	66.38867584471856	1.0	1.0	1.0	18288.353796096548	0.0	3.38135552278362	0.0	3471604.0	0.0	14.854614406824112	9.868584873438563	39.260060370262984	76.90647567168445	278.8532973958362	258.5730087570846	37763.0	130.88653598353267	485.34292018041015	131.10664302723652	-0.14876233563276742	64.89899089430797	721.3216617454108	721.4562260378152	37036.0	619.9826167188585	823.8878789721057	62.53735405935482	0.4030041121615642	38.423951287604716	999.9391694814911	1000.0395065955818	214708.0	934.102401688695	1064.830909859389	40.02025550530948	0.16582247792369356	0.46558029574216653	0.5159459301514687	0.42995940414111733
sub-PC001_ses-02_run-1_T1w	0.4042753820780876	3.341467923433791	0.5319022124666619	6212.305785123967	3.7950966666666663	3.71902	3.9599	3.70637	0.2023075323314873	0.39900945103868996	0.39868301662982275	0.6288419961929321	0.21059226989746094	0.0010480093694446846	0.01609828160481676	24.616268463484964	12.585992099007283	14.87404719431705	192	240	256	2.3182419088233726	10.4806325294364	10.24256333596764	17.928815569643152	9.956547215859224	26.628844559727842	24.82381043996206	37.88603954429911	1.0	1.0	1.0	5456.872329584048	0.0	6.36204896757712	0.0	3039784.0	0.0	26.904897645115852	17.293188427861793	8.446969274232053	105.26760560098356	274.4959910369135	262.81618162989616	41873.0	112.76164630800486	478.8344621434808	113.36739378117895	-0.005967762055110626	67.53452093055053	703.4863486758627	702.9034359678626	22175.0	595.1280255168676	815.4001884959637	67.06537843098363	0.5871827475750764	52.59529965286888	1002.0380913819796	1000.0519290715456	227929.0	914.4548801928759	1097.0238284990191	55.77890694480258	0.15934434960548846	0.4385093750544153	0.49813759392271706	0.3568280631650113
sub-PC002_ses-01_run-1_T1w	0.342482533564145	3.886362268542754	0.4718036713308548	-1.0	3.90232	3.90037	3.86424	3.94235	0.23988529746517034	0.4363347683734396	0.32377993416139006	0.46761053800582886	0.13494482934474938	0.010613765503892088	0.026876329780621135	21.69595597706923	12.239488170870697	18.91242282331906	192	240	256	2.7497410727673532	11.587034561243865	12.880913112178325	24.305963702523755	16.790933266657966	49.58771171177323	45.38491033820134	69.77608603617281	1.0	1.0	1.0	22741.77801421053	0.0	1.8234962612886856	0.0	3643079.0	0.0	8.042789090424776	9.389496927350345	12.771458442543066	60.44364729035016	254.26237223137935	240.64975830167532	60220.0	143.46077417228372	426.70363795012236	87.51651658709179	0.12077685498057189	59.91498565224214	708.735350990852	710.6972941085696	33376.0	604.3185320012271	806.2202719263732	61.334644635862716	0.3886823552169685	39.1797014020054	999.2584321000422	1000.0396031104028	175817.0	929.992060687393	1065.1346891969442	41.143678620067675	0.16183624016390497	0.46883238024256346	0.5025823271865318	0.4551267040846701
sub-PC002_ses-02_run-1_T1w	0.3625595367166228	3.6090296770914625	0.47296760148677897	-1.0	3.8248599999999997	3.82576	3.78426	3.86456	0.22633638774227371	0.4423813327041832	0.33128227955354306	0.5224847793579102	0.1584933638572692	0.011240204450972228	0.058379861762105606	22.99314562839921	12.261333802687757	18.511497557677362	192	240	256	2.7315257884503676	11.298971610590842	11.866102854059589	21.567811163137556	7.078432398815608	20.791188201788707	19.085208017317687	29.386003451348742	1.0	1.0	1.0	7165.0742508292415	0.0	2.3007117529582373	0.0	3572407.0	0.0	8.76873978972435	22.294165039548005	18.192715939211638	64.40366150080388	255.61832122477247	240.87768611311913	54527.0	144.70441100001335	424.31002436876275	88.18349009506505	0.11346285267596423	61.28832159564872	705.4504024582367	707.5201151072979	31098.0	599.4948981493711	806.7301219955086	62.617091514741105	0.3012329404454439	44.753055945209766	999.2130488696877	1000.0000164806843	176997.0	921.6874924600124	1073.9079661369324	46.365260897644895	0.15909440247191467	0.4618657304845615	0.5008209956502192	0.4397746659084447
sub-PC003_ses-01_run-1_T1w	0.3739747748472651	3.585154835364994	0.5233026105831978	18836.399382361393	4.003923333333334	3.97492	3.98246	4.05439	0.21658839479176445	0.4094475644877743	0.37396404072046124	0.4223181754350662	0.10841763615608213	0.04315948039512831	0.014607954764136661	21.871664897910378	11.908034895574533	15.431290810491754	192	240	256	2.369263390500288	11.401709920936646	12.725212249086383	24.40466343582221	23.23316859070251	62.73257445007425	57.42120138369207	86.29786111029946	1.0	1.0	1.0	8117.209939718602	0.0	2.896556409698779	0.0	2930368.0	0.0	15.176033794879913	7.591903993392799	45.02840824824347	74.89200197443145	282.70167426684424	269.23246121406555	56020.0	134.70370054244995	465.6024662256241	113.63449892476758	0.03895821078768913	63.609570508153475	726.9231771569064	726.9626332521439	27362.0	620.5991917848587	830.2646269798279	63.757923505062465	0.7052117649755316	38.51588672970761	1001.0815293125942	1000.0437716245651	257160.0	936.0157788991928	1069.7573101520538	40.977488989044666	0.1669098147556519	0.45532951982018705	0.5160548945256095	0.3936525260347354
sub-PC003_ses-02_run-1_T1w	0.5281287054646406	2.33663845241178	0.6160400243021454	914.9986825473127	3.213433333333333	3.20724	3.12529	3.30777	0.16828560325714825	0.4264027572869684	0.4053116394558834	0.9036784172058105	0.3973183155059814	0.0	0.004336697304989996	29.346420311764764	11.365304591303836	13.2523063737303	192	240	256	1.7251324421171774	9.581334648411428	7.1129758545728095	10.032460473189822	11.997787180460689	28.467963778637753	27.3989645116287	41.73114257578766	1.0	1.0	1.0	11.547119960609159	15.69982063390239	35.99456835533211	10.589368097484112	3322689.0	0.0	158.19874157756567	59.135139542990906	29.809956409819634	125.43998102441202	301.19860531804454	287.51738834381104	34595.0	97.42753466255964	509.6801917627454	166.66154193058514	0.0509807270907503	71.04565296957848	682.3888752391078	682.2120174318552	18440.0	565.4027302514762	799.0159564465284	71.20026009502881	0.32513056735296963	96.8155605757314	1010.4281883118737	1000.0535053275526	142080.0	866.6702526248991	1191.4108742810786	99.68142796688805	0.16347636573455981	0.40580476112080527	0.42781166091523315	0.35801949108732695
sub-PC004_ses-01_run-1_T1w	0.3397441169419565	3.8583723228141475	0.5014010112300654	-1.0	3.972763333333333	3.92102	3.97549	4.02178	0.1831901044397051	0.466709263231558	0.35010063232873695	0.42224931716918945	0.11408773809671402	0.01498245497940791	0.03966760389244362	28.33241334641616	12.402830095241747	18.268494961588345	192	240	256	1.6295280515079265	11.817050075691109	12.713829670783939	24.694910885152783	7.309481711233566	22.599974292203704	20.58727313455565	31.85236340022968	1.0	1.0	1.0	7818.432390201468	0.0	1.488750140636832	0.0	3366400.0	0.0	13.799229804426432	20.569123185929335	41.18571318013251	99.22063800658246	253.87813795537272	229.49362872168422	31960.0	91.9158998131752	471.01272358838463	140.83221099224315	-0.05757477375712616	60.67385917039689	709.4687270451062	709.5646879263222	57627.0	610.7195611298084	808.5282630473375	60.04531814834466	0.6316481254568522	38.019943590132925	1000.8946442954076	1000.0592037662864	195802.0	936.1563326977193	1068.5223353281617	40.4964672544349	0.1483960500164233	0.4886561300745662	0.5192254975160885	0.3752214266944736
sub-PC004_ses-02_run-1_T1w	0.352227534358213	3.87007671670518	0.502443373680536	-1.0	3.929876666666667	3.85964	3.98338	3.94661	0.17907977469153472	0.46372414527556083	0.35719608003290443	0.4760236144065857	0.13029430210590365	0.04823860183726064	0.014142364598916529	28.888672048256897	12.41842093475168	17.783822676669086	192	240	256	2.038597419788106	11.748237724031162	11.896388952463495	21.902331713571215	12.241645050743257	37.820769834736346	34.58196955088358	53.68349376717114	1.0	1.0	1.0	16782.976169535883	0.0	1.7058140359132472	0.0	3098198.0	0.0	12.17132319509983	12.204311113167401	5.261354529835623	97.19298345755917	246.7116470079687	228.04540357738733	29564.0	90.56337505653502	451.70245455130913	111.86198143989519	-0.05755955035821536	60.53147030846811	704.7093150624069	704.5501388758421	50061.0	606.4092164039612	803.5127540528774	59.97010943038698	0.44038133982372285	43.55220253640724	1000.6936163737508	1000.051377967	198730.0	926.9207272082567	1076.2633763700724	45.65947018501523	0.14254708888584722	0.4797804185885338	0.5192597453705462	0.3759356365293664
sub-PC005_ses-01_run-1_T1w	0.34095109949553226	3.9258802640069534	0.4922659326661884	-1.0	4.06535	4.14666	4.03751	4.01188	0.24213507565757317	0.4275653317962047	0.3302995925462221	0.4777929186820984	0.13178080022335054	0.013397146982259297	0.021255617215198544	24.37092052297149	14.063335280007337	20.85509336140161	192	240	256	2.1261853733856255	11.632955671890388	13.24165933551567	25.965836961271	14.395664931341194	40.35847738248808	37.13545622671211	56.65222636630705	1.0	1.0	1.0	16416.621381387293	0.0	1.435842274048155	0.0	2710285.0	0.0	11.720186691731215	11.564480957318	6.5206887075589055	108.93350653391848	262.76578193187214	254.11256795749068	50747.0	73.4114653408528	472.69667760282755	119.51453876311052	0.0828486105701054	61.090035137762584	711.6051818344122	712.4086574278772	43572.0	608.398570150137	810.1881252782417	61.2398518828967	0.4214025723727999	36.97349703171983	1000.6079333678761	1000.0262433942407	175712.0	938.6660731583834	1064.4583639087145	38.513043089718835	0.15773526125381462	0.48116697876118825	0.5328166801474021	0.37769462860772557
sub-PC005_ses-02_run-1_T1w	0.3637828015086738	3.7711596467975883	0.4867033465269057	-1.0	4.0488566666666665	4.11452	4.05999	3.97206	0.24424088240266398	0.4227663225436226	0.3329927950537134	0.5150073766708374	0.14211793690919883	0.04463753254129855	0.013748903604639482	23.910848554328446	13.993939503104098	20.272944454816383	192	240	256	2.069191551634476	11.318193520377253	12.256937641866429	23.38342785358756	31.201395598450468	87.29660925419711	80.3490369206872	122.54910590941404	1.0	1.0	1.0	195.50283270731185	0.0	1.4269723813612594	0.0	2755167.0	0.0	11.791310034692287	5.346197122705793	7.818046800936127	107.12605334690743	267.10283564586854	254.6169185116887	55995.0	77.04732721298933	485.65121695399284	123.05030181090488	-0.009462227590455008	63.221933122765044	711.7556993217004	712.3781875297427	39147.0	606.3263912953437	813.8157587870955	62.940175694179594	0.31190787517682184	41.429524356963455	1000.8699562932998	1000.0538474172354	180005.0	932.2672751173377	1072.309272378683	42.767513635078735	0.156989871596804	0.4763694216835321	0.5319734539648476	0.3713240439015613
