bids_name	cjv	cnr	efc	fber	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	icvs_csf	icvs_gm	icvs_wm	inu_med	inu_range	qi_1	qi_2	rpve_csf	rpve_gm	rpve_wm	size_x	size_y	size_z	snr_csf	snr_gm	snr_total	snr_wm	snrd_csf	snrd_gm	snrd_total	snrd_wm	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_csf_k	summary_csf_mad	summary_csf_mean	summary_csf_median	summary_csf_n	summary_csf_p05	summary_csf_p95	summary_csf_stdv	summary_gm_k	summary_gm_mad	summary_gm_mean	summary_gm_median	summary_gm_n	summary_gm_p05	summary_gm_p95	summary_gm_stdv	summary_wm_k	summary_wm_mad	summary_wm_mean	summary_wm_median	summary_wm_n	summary_wm_p05	summary_wm_p95	summary_wm_stdv	tpm_overlap_csf	tpm_overlap_gm	tpm_overlap_wm	wm2max
sub-PC001_ses-01_run-1_T2w	0.3877769178022312	3.1325567718921405	0.4575246157989283	-1.0	2.7474666666666665	2.72113	2.99736	2.52391	0.2011963487702005	0.289669137672341	0.5091345135574584	0.7919394671916962	0.16242408752441406	0.0065108723138501	0.004640997286524359	29.75384659183552	16.54107899113806	11.878784788205884	176	256	256	3.48458390701968	8.874749572494302	7.13170274639403	9.035774759668108	57.261724428105865	20.75583092964994	30.03003483013499	12.07254913264917	1.0	1.0	1.0	2402.7515560259026	0.0	4.576061234772383	0.0	1134499.0	0.0	18.19135844707489	54.26661503945999	2.562573358184272	482.746882984016	4115.736035627204	4743.13433971256	50447.0	243.4231152199209	5148.215661440045	1361.163184752181	0.8808183720181533	174.27123575893566	1721.4150849576297	1719.258290156722	14357.0	1409.3405123054981	2046.2654499337077	193.7179635107478	0.5483675853002108	104.64054111418235	995.2838164503262	999.9999638646841	229765.0	807.5039064511657	1167.4654117226592	110.67095122705764	0.140202728138564	0.3476791704244406	0.4665239996656763	0.19418827805234287
sub-PC002_ses-01_run-1_T2w	0.38339068575349683	2.90796267972288	0.5134954797935791	-1.0	2.8708166666666664	2.9452	2.96448	2.70277	0.18497828104246256	0.16743452057312627	0.6475871983844111	0.9330721497535706	0.21223497986793527	0.00022794443336381225	0.014549187226118856	21.24286456113445	35.88797659081976	9.817588377507395	176	256	256	4.838493826227572	3.649540459714135	5.050975783539804	6.664893064677703	52.10705380713542	138.34209355343833	72.63205759067442	27.447025411449495	1.0	1.0	1.0	6128.255151533056	0.0	1.8450689401958693	0.0	464874.0	0.0	18.088347241282463	23.889573453681063	1.5757925354975724	317.5794917647705	1976.8498767811757	1900.085675869137	924.0	1482.0782513972372	2731.230951331928	392.4893325989931	1.4460105100254346	1406.806575297541	4691.149944368929	5044.649641938508	45581.0	2482.1972506418824	6046.363271795213	1382.2546592159592	0.3385742452553271	143.54593027767626	1013.2442340033016	1000.8568134084344	354110.0	788.0807287544012	1282.368617579341	150.1682608399657	0.12215038766049448	0.11286405182603527	0.4249920550186555	0.16683064618509585
sub-PC003_ses-01_run-1_T2w	0.4258800305523134	3.011392104647889	0.5480561630055768	-1.0	2.862303333333333	2.92428	2.98171	2.68092	0.18565876191830807	0.32032410255354304	0.49401713552814885	0.9494768977165222	0.17268558740615847	0.0026766194562111074	0.0016165827528452652	27.920204036479543	13.989361872172788	11.447575422872696	176	256	256	3.1127717149845036	8.997196045688606	7.419924646543582	10.149806178957638	61.585934277906794	23.608450824887463	33.20153626020922	14.410223677833375	1.0	1.0	1.0	1792.398662560418	0.0	4.4823185888469	0.0	1026818.0	0.0	18.994928941130638	45.463306367314054	1.0877357283130955	1292.0991392562432	4116.680990831197	4273.7668033614755	49236.0	724.3199784699827	5648.2251081988215	1372.9639670442778	0.672630779554229	174.3715232631157	1644.3933546925161	1638.3126211725175	20736.0	1358.9211906306446	1955.5555970072746	182.087075607892	0.12810030192250244	97.47306631642611	998.3048054419177	1000.0000211969018	253173.0	832.0885376930237	1153.711412191391	98.52385638003103	0.1606315836139181	0.37266418886759145	0.4788434720088293	0.17854496962512964
sub-PC004_ses-01_run-1_T2w	0.40023904172379243	3.2315901910801674	0.5340712457858833	4639.57528279003	2.5837033333333337	2.59431	2.80199	2.35481	0.16125906593438633	0.3817913172650318	0.4569496168005819	0.8589896559715271	0.14054086208343508	0.005764703903395198	0.005892364947020606	37.8446621114578	13.983721627419518	13.361453614477586	176	256	256	4.707820444690516	9.827202955310772	8.299088769913062	10.3622429097379	57.26573038278118	21.91122251882151	30.83495979482682	13.32792648287777	1.0	1.0	1.0	1636.4450244965103	0.0	5.077802540679118	0.0	696042.0	0.0	29.76834451407194	49.14966279084215	6.206966391170672	252.19779210172644	3944.071334903894	4296.191354632378	33513.0	1868.6462757825855	4540.933403113484	912.5512128683627	0.33845253862973523	165.91960006692528	1643.5402036227963	1643.8243976905942	25644.0	1376.5919545885176	1915.693689443171	167.26960397535518	0.46755934653742903	91.80884537036532	992.9436059339413	999.8881032019854	180978.0	825.9036936610937	1138.3593999892473	96.49313854637866	0.13085640301993254	0.41156471190082006	0.472062927957648	0.22135967230443976
sub-PC005_ses-01_run-1_T2w	0.24741012231860732	2.3681565407666483	0.5355466902120427	3390.952320940979	2.5825833333333335	2.65744	2.71809	2.37222	0.2505858220851308	0.208603545791324	0.5408106321235452	0.898994505405426	0.1635601967573166	3.908378141506976e-05	0.00748881482149854	20.23860603599466	32.65949841141848	12.734244907380047	176	256	256	8.51999118682825	3.174047662679166	7.144800567329443	9.740362852480912	39.83262628514136	96.49252941768425	53.52265599915946	24.24281229465275	1.0	1.0	1.0	4256.240273929433	0.0	2.948063034714795	0.0	569787.0	0.0	17.157236114144325	27.02806463939283	1.7556578537059666	169.75195788387376	1654.861442874575	1643.3200750127435	9966.0	1370.0243673101068	1984.9015824496746	192.8684655406243	1.7070433326831598	641.1344343386268	3514.433114160342	3980.860050395131	40815.0	239.59889597445726	4593.411506861448	1254.1750175281638	0.8073629330679064	96.32278928875155	1001.5166054332586	1000.1524838805199	228727.0	836.8155960738659	1167.9883802682161	102.68101021287009	0.10823525757516972	0.1279993641155338	0.4810227713653427	0.21916984158812913
sub-PC006_ses-01_run-1_T2w	0.2514321977782382	1.837638765462169	0.5794727317859923	-1.0	2.4663166666666663	2.44026	2.68918	2.26951	0.3807034934372395	0.4698868294597614	0.1494096771029991	0.9465120732784271	0.18156797289848325	0.0002381747872139835	0.00817518468378478	12.598930030470727	11.305941264094939	37.03939779405845	176	256	256	11.285095783541085	11.149118672031129	8.343318782424161	2.595741891700267	31.875260166989772	19.764508089181263	39.91246263500705	68.09761964885013	1.0	1.0	1.0	4381.036670822472	0.0	0.8396676458169643	0.0	600178.0	0.0	4.010886792093515	9.621099208903594	1.0250948391439438	38.79415728048451	467.6047004656849	468.1086875591427	38299.0	400.6092827403918	534.3647174723446	41.47971672184894	0.655915922921249	25.08877616825495	288.6737129373352	290.2545075211674	202959.0	244.53039809130132	328.0523406714201	26.03378805101625	-0.454244044355228	153.37850577353603	790.3662557909247	1000.0573232257739	21954.0	24.657404040917754	1113.0401842668653	385.2596246049998	0.11098614006733004	0.296335334160355	0.02841801280106241	0.9061575203779658
sub-PC007_ses-01_run-1_T2w	0.423009866407464	1.7072886486222014	0.5625387177305538	2676.5699195636093	2.774243333333333	3.04598	2.76092	2.51583	0.22198508868069677	0.650284347687133	0.1277305636321703	0.9616053402423859	0.22179661691188812	0.011122030223916793	0.004137919608765297	18.511873269563466	9.275070250100125	45.71428741573569	176	256	256	5.114494868288618	6.830742066770138	4.74768323186608	2.297812760539484	71.49725700827194	32.380351565897186	77.07886121782144	127.3589750792952	1.0	1.0	1.0	113.05223182479881	0.0	2.0845446598794224	0.0	811626.0	0.0	12.20286251604557	5.139222321514204	0.7006512633144126	105.78957847122807	563.4066266147848	560.8607599027455	3283.0	390.9768485698849	746.426168552786	109.64432439537833	0.2699014615794133	35.30366707662503	256.775876754019	254.00790666788816	327336.0	200.26207763329148	323.49870428442955	37.18593326933716	-0.5790671655869062	279.8642808365817	834.8022936635577	999.0684192981571	24774.0	26.125591561198235	1250.8691639203578	434.78227321374845	0.12928343326262806	0.39130584825234027	0.035507705945884996	0.8341420171422388
sub-PC008_ses-01_run-1_T2w	0.21682269239674912	2.901624495973814	0.491111995718027	-1.0	2.477673333333333	2.53449	2.68046	2.21807	0.339496472922777	0.18067539341538072	0.4798281336618423	0.9144249856472015	0.13969208598136906	0.0002670692690477618	0.0506393536840369	18.137652343079477	39.440426502412706	15.501808319490118	176	256	256	8.736040396347564	3.7361522960531004	7.707340999082654	10.6498303048473	120.7555159328656	324.9476925160273	172.50873909265783	71.82300882908063	1.0	1.0	1.0	34144.5529035706	0.0	1.3753487300511107	0.0	428197.0	0.0	17.16486632823944	9.120775512050793	0.5421939460537075	183.60283561477684	1693.1269277568194	1681.1521275043488	15957.0	1398.7105319023133	2025.8393895864483	192.43265516570855	2.9374386359751803	680.0380889099036	4083.04051363599	4523.905184626579	22597.0	718.6301548719405	5068.759907412529	1210.8192400541686	1.1957729109404198	84.0426772895226	996.4367220150035	999.9162619113922	166746.0	838.147863149643	1141.5892074108124	93.89006537786793	0.11394104463615295	0.12225541661382826	0.4902221944868416	0.20038930093633586
sub-PC009_ses-01_run-1_T2w	0.4473336865917826	2.742165191668231	0.521233911125103	-1.0	2.9121966666666665	3.0428	3.03506	2.65873	0.18440116778786805	0.2756020541616467	0.5399967780504853	0.9337478280067444	0.19281597435474396	0.004908992282313211	0.01882071107663881	28.906671596293727	14.886559475267095	10.325920527283097	176	256	256	4.118249653561819	6.824393508489796	6.675318588040722	9.083312602070551	60.65211109702478	23.515622814007063	32.42748016390763	13.114706580691063	1.0	1.0	1.0	2488.930681799609	0.0	4.219375383374108	0.0	616514.0	0.0	21.375557363033295	49.954333150027274	3.2984015316750117	1004.5895820187486	4602.659558634047	4624.740380771458	57269.0	2630.143580424786	5914.497969254851	1122.977087911611	0.4010529816261412	252.50455245425243	1814.4772065626207	1793.072795651853	12306.0	1418.1098935753107	2278.599778579548	262.73396139034185	0.5998167541321546	102.26361014562112	1003.1172088695939	1000.0000331178308	317529.0	825.7298640608788	1188.3226519227028	110.09182467520337	0.1582577990875576	0.33582605586156916	0.47737587352079774	0.17042196512294666
sub-PC010_ses-01_run-1_T2w	0.17718684398058868	3.0636114925112485	0.5166376904298657	2562.952971438278	2.9550899999999998	2.95161	3.17913	2.73453	0.14276591701584976	0.1572612623662385	0.6999728206179118	0.8699589669704437	0.15874301791191103	0.035630296091040785	0.00642640324967036	25.055120421876403	37.98668119027578	8.914613309282355	176	256	256	3.522340692993645	3.856289911680389	4.6486424553570425	6.567296761397094	33.44089640232713	74.03462757835092	40.752464419053105	14.781869276481258	1.0	1.0	1.0	2039.9395008050546	0.0	6.443606598141264	0.0	1253507.0	0.0	19.635718055069447	44.37146059383936	0.4937229814337485	632.5594019918725	2261.1030067072893	2264.904555659741	398.0	1296.894752835855	3221.4305731505156	642.2029002315257	4.609935866939791	565.7731427644924	4481.449200154441	5014.26048098132	52754.0	311.146166710183	5446.379552297294	1300.268670318815	0.24965162192383916	145.29633910808732	1015.0910401275354	1001.1550725996494	459698.0	789.0715477243066	1292.492264918983	152.44536984485794	0.1310389895551829	0.09275501603528259	0.4203483294833964	0.18498565142246073
