global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	w_comp_cor_27	w_comp_cor_28	w_comp_cor_29	w_comp_cor_30	w_comp_cor_31	w_comp_cor_32	w_comp_cor_33	w_comp_cor_34	w_comp_cor_35	w_comp_cor_36	w_comp_cor_37	w_comp_cor_38	w_comp_cor_39	w_comp_cor_40	w_comp_cor_41	w_comp_cor_42	w_comp_cor_43	w_comp_cor_44	w_comp_cor_45	w_comp_cor_46	w_comp_cor_47	w_comp_cor_48	w_comp_cor_49	w_comp_cor_50	w_comp_cor_51	w_comp_cor_52	w_comp_cor_53	w_comp_cor_54	w_comp_cor_55	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	a_comp_cor_26	a_comp_cor_27	a_comp_cor_28	a_comp_cor_29	a_comp_cor_30	a_comp_cor_31	a_comp_cor_32	a_comp_cor_33	a_comp_cor_34	a_comp_cor_35	a_comp_cor_36	a_comp_cor_37	a_comp_cor_38	a_comp_cor_39	a_comp_cor_40	a_comp_cor_41	cosine00	cosine01	cosine02	cosine03	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24	motion_outlier25	motion_outlier26	motion_outlier27	motion_outlier28
3635.029570431679	n/a	n/a	13213439.977912717	6282.6529233990295	n/a	n/a	39471727.75589437	3682.561194689123	n/a	n/a	13561256.95263018	3976.0124452283767	4075.0854852049774	n/a	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	n/a	n/a	0.0	1.87707e-06	n/a	3.5233917849e-12	n/a	-0.0164545	n/a	n/a	0.00027075057025	6.30607e-05	n/a	3.976651884490001e-09	n/a	-0.0	n/a	0.0	n/a	0.0	n/a	0.0	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3621.759820912329	-13.26974951935017	176.08625230629409	13117144.200374903	6160.6262528852985	-122.026670513731	14890.508316666668	37953315.82773955	3684.310127524861	1.7489328357378326	3.058766063921977	13574141.115782255	3965.33563745724	4022.461726211249	1.059401	22.371403	0.14772356297	0.106787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-0.0103627	-0.0103627	0.00010738555129	0.00010738555129	-4.28009e-05	-4.467797e-05	1.83191704081e-09	1.9961210033209e-09	0.0777410999999999	0.0941955999999999	0.0088728110593599	0.0060436786292099	-0.000587154	-0.0006502147	3.44749819716e-07	4.2277915609609e-07	-0.0	0.0	0.0	0.0	-0.000212197	-0.000212197	4.5027566809e-08	4.5027566809e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3608.680249029694	-13.07957188263481	171.0752006330111	13022573.139737016	6059.43993918679	-101.18631369850846	10238.67007989296	36716812.37661201	3680.788681534577	-3.5214459902840645	12.400581862487716	13548205.31811305	3957.208320033197	3978.1422835407984	0.990511	20.916643	0.035844116656	0.0217449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	-5.542440000000001e-07	0.010362145756	0.0001073740646685	3.0718641153600014e-13	0.00802937	0.0080721709	6.447078259689999e-05	6.515994303880681e-05	0.0950786	0.0173375000000001	0.00030058890625	0.00903994017796	-0.000587154	0.0	3.44749819716e-07	0.0	-0.0	0.0	0.0	0.0	-0.000213643	-1.4459999999999994e-06	4.564333144899999e-08	2.0909159999999986e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3599.2478749894512	-9.432374040242848	88.96968003504719	12954585.26561608	5985.080018569484	-74.35992061730576	5529.397794212015	35821182.828679696	3675.286903158013	-5.501778376563834	30.269565304825377	13507733.820524815	3942.5888315680727	3932.13471290282	1.140159	24.076757	0.112272591844	0.0591638	-0.0481537374	-0.0430844255	-0.0018883737	0.0423740873	-0.0110097014	0.0418334787	0.0080433411	-0.0652094156	0.0525196027	-0.0844980369	0.0475969539	-0.0195264045	-0.0144821918	-0.0161530606	0.0268730155	-0.0764263363	-0.0224805819	0.0133491502	-0.0092391269	0.0328125259	-0.0879476582	0.0191031906	-0.0585927507	0.0243811749	-0.0049202764	0.0700488164	-0.0842302906	0.1038368426	-0.0769898249	0.046148349	-0.0647759262	0.0582880022	-0.0173899906	0.0841664192	-0.0280135082	-0.0042446265	0.0175296625	-0.0332030219	0.0245757745	-0.0341571049	0.0748936177	-0.043611505	0.0899328451	-0.0308480694	0.0781497373	-0.0127903121	0.0248828768	0.0249842002	-0.1230280858	0.1004894426	-0.0530475527	-0.0093350736	-0.0319996386	0.0641852534	-0.0220074399	-0.0469359365	-0.0417228363	0.0439668375	0.043556797	-0.0549807567	0.0112557786	-0.0252916129	0.0340886503	-0.0097976163	0.060792824	-0.0587811764	0.0251424245	-0.0584443563	-0.0156453591	-0.0316980334	0.0225633576	-0.0061305813	0.0539184139	-0.0145879248	0.0470348307	-0.0419940391	0.0285311701	-0.0869258757	0.0868164386	-0.0102944129	0.0765637562	-0.0037394341	-0.0354621423	-0.0620000901	0.0112614145	-0.0474605473	0.0549471298	-0.0435151991	0.1657928759	-0.0356629236	0.0444546011	-0.0235199681	0.0404103242	-0.1088408484	0.033980528	-0.0312107168	0.0022075441	-0.0003682007	0.0022201195	-0.0294105121	0.0339984617	-0.068135963	0.0080004699	-0.0154626669	0.0416037431	-0.0166273415	0.132853792	-0.0903879985	0.0591479508	0.0389913311	0.0705340231	0.0705324077	0.0705297154	0.0705259463	0.0	0.0	0.0	0.0374563	0.037456854244	0.0014030159298562	0.0014029744096899	-9.27176e-05	-0.0081220876	8.59655334976e-09	6.596830698207376e-05	0.0749929	-0.0200856999999999	0.0004034353444899	0.00562393505041	-0.00130567	-0.000718516	1.7047741489000002e-06	5.162652422560001e-07	-0.0	0.0	0.0	0.0	0.0	0.000213643	0.0	4.564333144899999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3595.9552859211462	-3.2925890683050056	10.841142772721623	12930894.418344231	5960.39110847242	-24.688910097064763	609.5422817809464	35526262.16595708	3674.299538991494	-0.9873641665190008	0.974887997325761	13500477.102233106	3941.401405051325	3921.7372244806415	1.080701	22.82118	0.0766138514	0.0349008	-0.0534287381	-0.0445889017	0.0049774055	0.0438711103	-0.0189342906	0.0390640887	0.0196926648	-0.0656287136	0.0319016072	-0.0809148833	0.0371174657	-0.015852483	-0.0189721078	-0.0191271976	0.0286573482	-0.0825242282	-0.016962819	0.0038769455	-0.0069402303	0.031320068	-0.0997146607	0.0170792892	-0.0511893019	0.0629628521	-0.0058153401	0.0093774252	-0.105726538	0.1214505206	-0.017889573	0.0026958403	-0.0504583697	0.0411835864	-0.0855390682	0.022805168	-0.0448649326	0.0253708967	0.0035763486	-0.0383505294	-0.0543499231	0.0184472653	0.0834710646	-0.0112322118	0.0696979148	-0.0003432861	0.0884048029	-0.0287424382	0.0490793763	-0.0307261046	-0.1173065294	0.0042028954	-0.0165826115	0.0342294171	0.0276882887	0.0217347113	-0.0993694377	-0.0285879493	-0.0104296293	-0.0209041014	0.0948612611	-0.0259337349	-0.1162489987	-0.0293617327	0.0066007102	0.092719116	0.0580638289	-0.061282828	0.0021066626	-0.0489815716	-0.020842205	-0.0374846248	0.0244702936	-0.0124223447	0.0740317085	-0.0116107859	0.0389318224	-0.028215177	0.0213920332	-0.0958863022	0.1168071893	0.0291460528	0.024849602	-0.0188208832	-0.0404414324	0.0091295778	-0.0069408214	-0.0310152513	0.0828936844	-0.0766586768	0.1632183189	-0.0940228	0.0058547115	-0.0294875441	0.023478811	-0.0037306081	0.0524171997	-0.0581763481	-0.0573022484	0.0008440839	-0.0862017307	-0.0413704107	0.0809070075	-0.0388853529	-0.0244619679	0.0213645138	-0.0619212615	0.0015120526	0.1507930564	0.0678549019	0.0059160683	0.073577972	0.0705297154	0.0705151776	0.0704909502	0.0704570364	0.0	0.0	0.0	0.01864	-0.0188162999999999	0.0003540531456899	0.0003474496	-0.000123494	-3.0776400000000006e-05	1.5250768036000003e-08	9.471867969600003e-10	0.0643326	-0.0106602999999999	0.0001136419960899	0.00413868342276	-0.00173766	-0.0004319899999999	3.0194622756e-06	1.8661536009999998e-07	-0.000420615	-0.000420615	1.76916978225e-07	1.76916978225e-07	-8.95245e-05	-8.95245e-05	8.01463610025e-09	8.01463610025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3595.774110904896	-0.1811750162501084	0.032824386513227	12929591.456653897	5927.805261600379	-32.58584687204075	1061.8374163680878	35138875.219457135	3677.076577969156	2.7770389776619595	7.711945483453781	13520892.160249358	3937.370931322087	3903.716335779852	0.989846	20.902603	0.079944056	0.0561085	-0.0479286486	-0.0405229942	-0.000137472	0.0518344903	-0.0145941478	0.0285597565	0.0119975445	-0.0476520097	0.0006531134	-0.0490494638	0.013904903	-0.0523269572	-0.0205925572	-0.021667244	0.0277702964	-0.0779075943	-0.0038316342	0.0073128427	-0.0086928281	0.0411573041	-0.0394871612	-0.0070778479	-0.0242200508	0.0499817439	0.0637572273	0.0014281673	-0.1141294013	0.0627506018	-0.0359359554	0.0363615933	-0.0141413347	0.0460686658	-0.085322308	-0.0506875251	-0.0727442871	0.0543091838	-0.0129768524	0.0120410705	0.0478399041	0.1165175415	0.0643999617	-0.0026834384	-0.0551928224	-0.0417687963	0.0112934137	-0.0410572518	0.0534545063	-0.0243552778	0.0340121665	0.0537521395	-0.0118151012	0.1166251652	-0.0182773604	0.0632108199	0.1138164522	0.0564091902	0.007561929	-0.0046576036	0.0665894044	0.1014848527	0.1295320846	0.0456570239	-0.0451724228	-0.0070922053	0.0208338428	-0.0495299861	0.0836288513	-0.0037172448	-0.0212475392	-0.0303170186	0.0250458137	-0.0136026278	0.0602227041	-0.0039172616	0.0439338065	-0.0250898628	0.0138233014	-0.0675010601	0.0800949191	-0.0316832446	0.0442229205	-0.028366794	0.0008005913	0.0449755223	0.0021152612	-0.034629614	0.0518373787	-0.0402946193	0.1315050026	-0.0343427502	0.0317814008	-0.0094933615	1.19778e-05	0.0785334679	0.0401594824	-0.0600076127	0.0320367145	-0.0307556562	-0.1181053906	-0.0001778944	0.0170797208	0.0382849005	-0.0187344226	-0.0108993185	0.0279564214	0.0035325819	0.1168440842	-0.0142885296	0.064480094	-0.0430837213	0.0705211003	0.0704807217	0.070413441	0.0703192841	0.0	0.0	0.0	0.00395932	-0.01468068	0.0002155223652624	1.5676214862399998e-05	-0.000142745	-1.9251e-05	2.0376135025e-08	3.7060100099999984e-10	0.116123	0.0517904	0.00268224553216	0.013484551129	-0.00191721	-0.0001795499999999	3.6756941841e-06	3.223820249999996e-08	-0.000420615	0.0	1.76916978225e-07	0.0	0.0	8.95245e-05	0.0	8.01463610025e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3596.9241709826697	1.15006007777356	1.3226381824885267	12937863.491799366	5948.055014130563	20.2497525301842	410.0524775337013	35379358.45112373	3676.642360842149	-0.434217127006832	0.1885445133860673	13517699.049538933	3938.315599388925	3898.611892464757	0.971441	20.513939	0.107228141	0.0746464	-0.0370071949	-0.0306553937	0.0016881053	0.0637158886	-0.0096650259	0.0235122951	-0.0156623343	-0.0603065609	-0.0046639783	-0.0153301457	0.0020972069	-0.0324343088	-0.0107804504	-0.0054947735	0.0335137937	-0.0503123527	0.0074744311	0.0018171833	-0.0162137386	0.0296642926	0.0040872318	0.0154616815	-0.0333716261	0.0195697926	0.0719063029	0.0278702939	-0.0125664599	0.0612129018	0.0501005055	0.0356857277	0.0311418648	0.0415669184	-0.0279950532	0.0047832201	-0.0464168314	0.106248395	-0.0105101748	0.0529057939	0.0449026314	0.0576634166	-0.0129242537	-0.0723976297	0.0151307582	-0.0578079076	0.1250377969	-0.0052845776	0.0351559238	-0.0536273609	0.0048842416	-0.0170692784	0.0421407469	0.0322909439	0.0081112	-0.0027159368	0.0443277737	0.066921405	0.0015536193	0.0798864928	0.1131061307	-0.0496393706	0.0543300915	-0.1092947429	0.0836247304	-0.1515729564	0.0095661612	0.0277290905	0.1027058703	0.005198721	-0.0114798385	-0.0088691679	0.0342273663	-0.0061007002	0.0387761416	-0.0084085149	0.0451475334	-0.0113791656	0.0060365187	-0.0226887227	0.0554921447	-0.0429932121	-0.009867892	-0.0153578615	0.0393677759	0.0387019116	0.0299522943	-0.0405776248	-0.0358014671	-0.0537553367	0.0878175903	-0.0679507539	0.0196924706	0.0045831996	-0.0174773287	0.0710226038	-0.0231997027	-0.0920703995	0.0322903313	-0.0383700699	-0.0443486218	0.007113484	-0.0293669968	-0.0195360632	-0.0950580607	-0.0839332846	-0.0531353321	0.0006204486	0.0478278044	-0.011395859	-0.0306622888	-0.0805578735	0.0705081783	0.0704290482	0.0702972306	0.0701128239	0.0	0.0	0.0	-0.00525412	-0.00921344	8.48874766336e-05	2.76057769744e-05	-0.000200196	-5.7451e-05	4.0078438416e-08	3.3006174010000003e-09	0.183418	0.067295	0.0045286170249999	0.033642162724	-0.00225011	-0.0003329	5.0629950121000005e-06	1.108224100000001e-07	-0.000420615	0.0	1.76916978225e-07	0.0	-0.000280345	-0.000280345	7.859331902499999e-08	7.859331902499999e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3592.1355631688475	-4.788607813822182	22.930764794598858	12903437.904182373	5912.963031930634	-35.09198219992868	1231.447214720111	34963131.81697832	3674.2091703045694	-2.433190537579776	5.920416192167759	13499813.027150191	3935.0974521760354	3888.932104619475	0.905834	19.12851	0.052682376	0.022877	-0.0426064536	-0.0375730341	0.0009088745	0.051424838	-0.0169297872	0.0287280434	-0.004849178	-0.0394536899	-0.0022715174	-0.0045834445	0.0128206023	-0.0346190836	-0.0111433975	-0.0237680582	0.0315343968	-0.0577923762	-0.001998321	0.019659861	-0.0130841915	0.0286233357	-0.0367688468	0.0057480306	-0.024356649	0.0151129638	0.014736559	-0.0041220811	-0.027058981	0.1546981104	-0.0408484564	-0.0387999012	-0.0146054217	0.0114305167	0.0019286084	-0.0512128318	-0.1591181697	0.0899860935	0.0071049358	0.0193199188	0.0085638209	0.055299462	-0.0747413138	0.0094852983	-0.0478752948	-0.050447433	-0.0165656769	-0.040548138	0.0101584066	0.0357900378	-0.0421869385	-0.0206803013	0.0099119576	0.0371142761	0.031436437	-0.0449405869	0.0705501186	0.0195700311	0.0647959948	0.0221360308	-0.0715130705	-0.0067942729	-0.0099018206	0.0183063895	0.0178949023	0.0229240449	0.0693989281	0.0534815781	-0.0543761866	0.016999101	-0.0134577061	-0.0274990287	0.0272096728	-0.0115766456	0.0450307971	-0.0067109433	0.0465707406	-0.0157167893	0.0153388097	-0.0329672424	0.0610801163	-0.0143574415	-0.0192547021	-0.0348260428	-0.0151454598	0.0242308123	-0.0024198136	-0.0562620323	0.023576115	-0.0974377525	0.1008056873	-0.0605751721	0.0704067799	-0.1009678813	-0.0676466919	0.0650037427	0.0098421867	-0.0639412029	0.0594326935	-0.0757014158	-0.0630076472	0.0376376067	-0.049276635	-0.0558688758	0.0271488788	-0.0634163527	-0.0530061755	-0.0071769421	0.0666478001	0.0542306921	-0.0443677845	0.0006167887	0.0704909502	0.07036017	0.0701423826	0.0698378575	0.0	0.0	0.0	0.0150732	0.02032732	0.0004131999383824	0.00022720135824	0.00215331	0.002353506	4.6367439561e-06	5.538990492036e-06	0.173947	-0.009471	8.969984100000013e-05	0.0302575588089999	-0.00231781	-6.769999999999997e-05	5.3722431961e-06	4.583289999999995e-09	-0.0001947	0.000225915	3.7908089999999993e-08	5.1037587225e-08	-0.000397341	-0.000116996	1.57879870281e-07	1.3688064016000004e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3588.8219523978905	-3.313610770956984	10.98001634140214	12879643.006013006	5897.947386215672	-15.015645714962377	225.46961623726796	34785783.370568275	3675.869306958768	1.6601366541985954	2.756053710613706	13512015.161841534	3936.3856884882	3877.366625643415	0.927616	19.588495	0.09641157	0.0583432	-0.046040055	-0.0397142372	0.0016023281	0.037019071	-0.0181434681	0.0329836867	0.0143988516	-0.0334873334	-0.0227365892	0.0392569744	0.0407427145	-0.0130036935	-0.0125185349	-0.0246544738	0.0299003097	-0.050376096	-0.0105526633	-0.0055329928	0.0001498619	0.0339023302	-0.0775647716	0.029600436	-0.0554457898	0.0327283178	0.0010723442	0.0190259419	-0.1155960975	0.0986727781	-0.0200155758	0.0359873043	-0.0105280486	-0.0767472441	0.0258752191	0.0174694955	-0.0170379181	0.0686158407	-0.0222030989	0.0386111814	0.0337950022	-0.0282460856	0.0943992332	-0.0269383629	0.0612370583	0.0918867443	-0.0475819294	0.0300309858	-0.0189198281	0.0019175272	-0.0667668131	-0.0386086501	0.085329041	0.0453499938	-0.0450849771	0.0042120777	-0.0057711257	-0.0437707277	0.0711343537	-0.0967457394	-0.024028451	0.0648793269	-0.1270629146	0.0168962382	-0.0333235401	-0.0362290241	0.0401976858	0.0335095662	0.0724514712	0.0291583543	-0.0138640982	-0.032395007	0.0232655664	-0.0041152939	0.044869224	0.0007906567	0.023713828	-0.0302500452	0.0061081546	-0.0438369891	0.0983166714	0.0190336554	-0.0443935189	-0.0389926663	-0.0376707242	0.0178546663	0.0462417561	-0.0250555241	0.0753157266	-0.0734528325	0.1253021954	-0.0161398949	0.0518039805	-0.0271992151	0.0553503535	0.0029183359	-0.0002423035	-0.0080645248	0.0064547003	0.0617659656	0.0284668299	-0.1419740643	-0.0519125974	-0.0562241729	0.0171395288	0.0065071889	0.0129771399	-0.012874418	-0.0946481007	0.0685842668	0.0396735343	0.0301815996	0.070469417	0.0702741037	0.0699489824	0.0694946536	0.0	0.0	0.0	0.047485	0.0324118	0.00105052477924	0.0022548252249999	0.00393048	0.00177717	1.5448673030400002e-05	3.158333208900001e-06	0.13244	-0.0415069999999999	0.0017228310489999	0.0175403536	-0.00231781	0.0	5.3722431961e-06	0.0	-0.000177729	1.6970999999999984e-05	3.1587597441e-08	2.8801484099999945e-10	0.0	0.000397341	0.0	1.57879870281e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3586.303634218791	-2.518318179099424	6.341926451182639	12861573.75681091	5889.302045972419	-8.645340243252576	74.74190792160252	34683878.58869492	3671.574261284415	-4.2950456743528775	18.447417344777364	13480457.556126198	3930.16332006146	3875.235326772861	0.959757	20.267214	0.0478239689999999	0.0277794	-0.0442964948	-0.0362927737	-0.0068422765	0.0376196307	-0.0203209081	0.0274911619	-0.0089705611	-0.0244964757	-0.0165372176	0.0543662377	0.0448263217	-0.0156054634	-0.0185416584	-0.0257551107	0.033912808	-0.0656067425	-0.0191936526	-0.015128171	0.0093832947	0.0315020536	-0.0547331184	-0.0135859362	-0.0591072022	0.0178627653	-0.0146640679	0.0126910165	-0.0977416164	0.110856329	0.0677011338	0.0003680921	0.0313789542	0.0168224232	0.0011540449	0.0300213794	0.0107138073	0.1065134519	-0.0410319321	-0.0711405949	-0.0879725582	0.0657236981	-0.0169963914	-0.093033557	0.022259207	0.0045488065	-0.0246264577	0.0794647406	0.0016285956	-0.0991654527	-0.0237442075	-0.0242510892	0.0226632644	-0.0312820578	0.0895951666	-0.0288922365	-0.0932729947	-0.0771188395	0.0302994966	-0.0212954607	-0.0485419463	-0.0641707418	-0.0278382142	-0.0169786278	-0.0363197123	-0.1476550767	-0.0219722585	-0.0217848191	0.0022857873	-0.1553830009	-0.0187347378	-0.0342176403	0.0258649804	-0.0080430348	0.0517712824	0.0097082433	0.0244850207	-0.0340753715	0.0280725896	-0.0286961451	0.0706381221	0.0071170083	-0.0705753234	-0.071537038	-0.0438102102	0.0100317906	0.0706759953	-0.0375235678	0.0468171684	-0.0285695595	0.1090795663	-0.0044631371	-0.0400281092	0.0189535573	0.0401646604	0.0240097628	0.0473494306	-0.0066198822	0.060112622	0.136309654	-0.0322071318	0.0415439786	-0.0530035676	0.0038708608	-0.0449805654	-0.0073794105	-0.1336252756	-0.0173648162	-0.0305324888	0.0342635391	-0.057244248	-0.0008663048	0.0704435801	0.0701708704	0.069717136	0.0690835475	0.0	0.0	0.0	0.0227047	-0.0247802999999999	0.0006140632680899	0.00051550340209	-0.000239539	-0.004170019	5.737893252100001e-08	1.7389058460361005e-05	0.132456	1.5999999999988246e-05	2.559999999996239e-10	0.0175445919359999	-0.0025518	-0.0002339899999999	6.511683239999999e-06	5.4751320099999957e-08	-0.000320892	-0.0001431629999999	1.0297167566399998e-07	2.0495644568999997e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
