filename	acq_time
fmap/sub-PC029_ses-02_acq-LRe1_dir-ROW_run-1_epi.nii.gz	1925-01-01T13:04:28.302500
fmap/sub-PC029_ses-02_acq-LRe2_dir-ROW_run-1_epi.nii.gz	1925-01-01T13:04:28.302500
fmap/sub-PC029_ses-02_acq-LRe3_dir-ROW_run-1_epi.nii.gz	1925-01-01T13:04:28.302500
fmap/sub-PC029_ses-02_acq-LRe4_dir-ROW_run-1_epi.nii.gz	1925-01-01T13:04:28.302500
func/sub-PC029_ses-02_task-meditation_run-1_echo-1_bold.nii.gz	1925-01-01T13:05:40.377500
func/sub-PC029_ses-02_task-meditation_run-1_echo-2_bold.nii.gz	1925-01-01T13:05:40.377500
func/sub-PC029_ses-02_task-meditation_run-1_echo-3_bold.nii.gz	1925-01-01T13:05:40.377500
func/sub-PC029_ses-02_task-meditation_run-1_echo-4_bold.nii.gz	1925-01-01T13:05:40.377500
func/sub-PC029_ses-02_task-movie_run-1_echo-1_bold.nii.gz	1925-01-01T13:24:49.607500
func/sub-PC029_ses-02_task-movie_run-1_echo-2_bold.nii.gz	1925-01-01T13:24:49.607500
func/sub-PC029_ses-02_task-movie_run-1_echo-3_bold.nii.gz	1925-01-01T13:24:49.607500
func/sub-PC029_ses-02_task-movie_run-1_echo-4_bold.nii.gz	1925-01-01T13:24:49.607500
func/sub-PC029_ses-02_task-music_run-1_echo-1_bold.nii.gz	1925-01-01T13:13:02.597500
func/sub-PC029_ses-02_task-music_run-1_echo-2_bold.nii.gz	1925-01-01T13:13:02.597500
func/sub-PC029_ses-02_task-music_run-1_echo-3_bold.nii.gz	1925-01-01T13:13:02.597500
func/sub-PC029_ses-02_task-music_run-1_echo-4_bold.nii.gz	1925-01-01T13:13:02.597500
func/sub-PC029_ses-02_task-rest_run-1_echo-1_bold.nii.gz	1925-01-01T12:56:18.542500
func/sub-PC029_ses-02_task-rest_run-1_echo-2_bold.nii.gz	1925-01-01T12:56:18.542500
func/sub-PC029_ses-02_task-rest_run-1_echo-3_bold.nii.gz	1925-01-01T12:56:18.542500
func/sub-PC029_ses-02_task-rest_run-1_echo-4_bold.nii.gz	1925-01-01T12:56:18.542500
